song_name,artist,release,lyrics,thumbnail,album,genre,link
Sohni Sohni,Ammy Virk,2022,Tu paak pavitra rooh addiye Khooh guna da tu addiye Tu paak pavitra rooh addiye Khooh guna da tu addiye  Teri marzi de naal baithan uddan parinde vi Rabb vi tera bol dhaal koyi sakkeya hi nai  Jehde tainu kehnde aa vass sohni sohni Sonh lagge ohna ne tainu takkeya hi nai Jehde tainu kehnde aa vass sohni sohni Sonh lagge ohna ne tainu takkeya hi nai  Dharti nu vi chah chadh jaye Jadd pair manjhe ton laave Lakh lakh deve aseesan tainu Jehdi cheez tu khavein  Dharti nu vi chah chadh jaye Jadd pair manje ton laave Lakh lakh deve aseesan tainu Jehdi cheez tu khavein  Main heer de baare sunneya bahli sohni si Par enna roop da kehar ohte vi macheya nai  Jehde tainu kehnde aa vass sohni sohni Sonh lagge ohna ne tainu takkeya hi nai Jehde tainu kehnde aa vass sohni sohni Sonh lagge ohna ne tainu takkeya hi nai  Mitha raavi da paani ae Mitha raavi da paani ae Tere utte mehre khuda Tu raniyan di maharani ae Tere utte mehre khuda Tu raniyan di maharani ae,https://i.ytimg.com/vi/YjRm87d1h8w/hqdefault.jpg,"Sohni Sohni (From ""Saunkan Saunkne"")","bhangra, punjabi pop, punjabi hip hop, haryanvi pop",https://www.youtube.com/results?search_query=Sohni%20Sohni%20Ammy%20Virk
Dholna Ve Dholna,Raj Ranjodh,2022,Tere jaan diyan ae gallan main Sun sun khurdi challan Mqin vichd ke mar jaana Ae ishq da rog awalla Teri bewfai jr lyi Tainu ta v jit na paayi Meri sardi rooh te channa Tu fikar di chadr paayi Ho bukk vich bareya c Paani choi janda ae  Jaan saadi nikle Te dil roi janda ae Saatho saada aapna begaana hoi janda ae Jaan saadi nikle te dil roi janda ae Saatho saada aapna begaana hoi janda ae Dholna ve dholna rusna ja bolna Palka te rakh saanu paira vich roll na Dholna ve dholna rusna ke bolna Palka te rakh saanu paira vich roll na Dholna ve dholna  Aa baith tere ve mathe Mansrover taara Je has hove ta sir to suraj taare waaran Teri akh nu deva supne Hass k tainu nihara Singh saab mera hoje Rosse vich umer gujaara Saanu wekh channa buhe tohi jaana ae Jaan saadi nikle te dil roi janda ae Saatho saada aapna door hoi janda ae Jaan saadi nikle te dil roi janda ae Saatho saada aapna door hoi janda ae Saatho saada aapna door hoi janda ae Dholna ve dholna rusna ja bolna Palka te rakh saanu paira vich roll na Dholna ve dholna rusna ke bolna Palka te rakh saanu paira vich roll na Dholna ve dholna,https://i.ytimg.com/vi/FUBhMm5jL_A/hqdefault.jpg,"Dholna Ve Dholna (From ""Saunkan Saunkne)","punjabi pop, bhangra, desi, punjabi hip hop",https://www.youtube.com/results?search_query=Dholna%20Ve%20Dholna%20Raj%20Ranjodh
She's On Fire,"Badshah, Nikhita Gandhi",2022,Khaati chewinggum hai dhati sitam hai Tarantino ki dasvi film hai Khaati chewing gum hai dhati sitam hai Tarantino ki dasvi film hai  Sarpe bhoot savaar hai Sabki pahunch se baahar hai She can take you higher  Atki padi garari hai Ladki badi karari hai  She's on fire She's on she's on fire She's on she's on fire She's on she's on fire  Boom boom boom Let me take you on the cruise Blow your mind walk my in my shoes Knock you down with a simile on my face Pretty little thing boy I'm a bad news  Todun dil aur todun aakad Main hoon danger ladki dhaakad Galti se na cut kar dena tu meri wire  She's on fire She's on she's on fire She's on she's on fire She's on she's on fire  Garam garam kiya tune saara vatavaran Ghar pe tu chhod aayi sharam sharam Bhrasht karayegi dharam dharam  Baby sunti nahi Shuru ho jaaye toh rukti nahi na Aankhein kisi ke aage jhukti nahi no Dekhi maine tere jaisi yuvti nahi  Sar pe chadhi hai jaise coke mein rum Baatein waatein karti hai kam Abcd uski hoti f se shuru aur u pe khatam  She's on fire She's on she's on fire She's on she's on fire She's on she's on fire  Hey it's your boy Badshah Aye!,https://i.ytimg.com/vi/uLcucDjcLm0/hqdefault.jpg,"She's On Fire (From ""Dhaakad"")","bollywood, desi, hindi pop, desi hip hop, hindi hip hop, desi pop",https://www.youtube.com/results?search_query=She%27s%20On%20Fire%20Badshah%2C%20Nikhita%20Gandhi
Saathiya,Javed Ali,2022,"Tere bina na tere bina Laage nahi mann tere bina Tu hi mera bas tu hi mera Kehne laga dil bezubaan  In hawaaon ke paron pe Likh diya maine Chaand taaron ke gharon pe Likh diya maine  Saathiya oh re sathiya Bin tere roothi har dua  Maula!  Tu jo mila toh thehre se lamhe Jaise thumak'ke chalne lage Jaise kisi ne jaadugari se In khushbuon mein hain rang bhare  Jaane kahan se jaane kahan Chhupke utha hai ik dhuan Kuch toh hua hai, kuch to hua Dil ne kaha dil ne suna  Aate jaate raaston se keh diya maine Aadhi poori khwahishon se keh diya maine  Saathiya oh re saathiya Bin tere roothi har dua Saathiya oh re saathiya",https://i.ytimg.com/vi/O79ciJI312g/hqdefault.jpg,Major (Original Motion Picture Soundtrack),"sufi, bollywood, hindi pop, qawwali, desi, desi pop",https://www.youtube.com/results?search_query=Saathiya%20Javed%20Ali
Oh Isha,"Armaan Malik, Chinmayi",2022,"Pehli pehli baarish si Mehki yeh hawayein Dil mein ek lehar si Uthi abhi uthi abhi  Khoye khoye rehne Lage hain tumse milke Hosh mein behoshi Hai kyun abhi kyun abhi  Na main jaanu na tu jaane Kaisi hai ye uljhanein Kya karein ab kya na karein Aye mere humnawa Oh isha haan oh isha  Chori chori hone lagi Baatein kai ankahi Dil pe na raha hai Apna zor ab koi  Kabhi kabhi lage yehi Ajnabi tha jo kabhi Haaye lage ke jaise Apna sa yeh hai koi  Na main jaanu na tu jaane Kaisi hai ye uljhanein Kya karein ab kya na karein  Aye mere humnawa Oh isha, haan oh isha Oh isha, haan oh isha",https://i.ytimg.com/vi/HQHlvmpMDDs/hqdefault.jpg,Major - Telugu (Original Motion Picture Soundtrack),"tamil pop, tollywood, telugu pop, marathi pop, kollywood, bollywood, hindi pop",https://www.youtube.com/results?search_query=Oh%20Isha%20Armaan%20Malik%2C%20Chinmayi
Jana Gana Mana,Amit Mishra,2022,Jai hey jai ho Jai hey bole  Man mein pran le rann mein tan de Jazbe ki dhoop jala sukoon Angaare jala le dhalega junoon  Jeetenge har baazi Chhu lenge hum jeet  Chhu lenge hum jeet Chhu lenge hum jeet Chhu lenge hum jeet Chhu lenge hum jeet,https://i.ytimg.com/vi/s6Gz1Yffbzw/hqdefault.jpg,Major (Original Motion Picture Soundtrack),Unknown,https://www.youtube.com/results?search_query=Jana%20Gana%20Mana%20Amit%20Mishra
Mere Laalna,K. S. Chithra,2022,"Din raat sab se maangu duayein Koi burayi chhune na paaye Mere laalna, mere laalna  Apni umar bhi tujhko laga dun Duniya se chhinu tujhpe luta du Mere laalna, mere laalna  Tujhe chume chume jiya jhume jhume Aankhein hansi man bheege Saara jag dekha har pag dekha Koi tujhsa nahi re  Aaja baleya utaar lun Aanchal mein dhar lun tujhe  Tedhi medhi raahein tujhko sataye Koi roke na ruke tu Neendiya ki dore ankhiyan mein tore Kaahe fir bhi chale tu  Aa thak gaya hoga baawre Aaja sula lun tujhe Gumsum gumsum kyon hai bata Mere laalna mere laalna  Din raat sab se maangu duayein Koi burayi chhune na paaye Mere laalna mere laalna",https://i.ytimg.com/vi/HGo3qE5xRas/hqdefault.jpg,Major (Original Motion Picture Soundtrack),"malayalam pop, kannada pop, mollywood, tamil pop, devotional, telugu pop",https://www.youtube.com/results?search_query=Mere%20Laalna%20K.%20S.%20Chithra
Hari Har,Adarsh Shinde,2022,Aisa ek prithviraj jaise gokul mein ho mohan Aisa ek prithviraj jaise kurkchhetra mein arjun Aisa ek prithviraj jaise lanka mein dashanan Aisa ek prithviraj jaise ravan ko ram satavan  Hari har hari har hari har hari har Hari har har har har prithviraj Hari har hari har hari har hari har Hari har soorraj prithviraj  Hari har hari har hari har hari har Hari har har har har prithviraj Hari har hari har hari har hari har Hari har soorraj prithviraj  Atal achal parvat wo himalay Neev se jo dull jaave Satya ki raah jo tyaage yudhistir Saagar laangh lagaave  Jo paschim mein suraj ugkar Purv mein doob jaave Jo dharti ke bhojh se Sheshnaag jhuk jaave  Jo shankar chhode bhawani Brahmaved ko rattna Jo sambhav hove chhan mein Prithviraj karke dikhave  Hari har hari har hari har hari har Hari har har har har prithviraj Hari har hari har hari har hari har Hari har soorraj prithviraj  Hari har hari har hari har hari har Hari har har har har prithviraj Hari har hari har hari har hari har Hari har soorraj prithviraj,https://i.ytimg.com/vi/FlRlPm0yNU8/hqdefault.jpg,"Hari Har (From ""Prithviraj"")","bollywood, sufi, desi, hindi pop",https://www.youtube.com/results?search_query=Hari%20Har%20Adarsh%20Shinde
Ishq Ka Manjha,"Palak Muchhal, Armaan Malik",2022,Ishq ka manjha chhute na Tere ishq ka manjha re Ishq ka manjha toote na Tere ishq ka manjha re  Jabse hai mila saath yeh tera Ishq kya hai yeh jaana Tujhse jo mila khudse main mila Chahe dil tujhko paana  Jabse hai mila saath yeh tera Ishq kya hai yeh jaana Tujhse jo mili khud se main mili Chahe dil tujhko paana  Ishq ki inayatein hain Rooh ki hidayatein hain Tha mera yeh dil hua tera  Tere ishq ka manjha chhute na Tere ishq ka manjha re Tere ishq ka manjha toote na Tere ishq ka manjha re  Tere ishq ka manjha chhute na Tere ishq ka manjha re Tere ishq ka manjha toote na Tere ishq ka manjha re  Tujhse hi meri duniya hansi hai Meri yeh jaan to tujhme basi hai Tujhse mili hai daulat jahan ki Teri khushi mein meri khushi hai  Ishq ki inayatein hain Rooh ki hidayatein hain Tha mera yeh dil hua tera  Tere ishq ka manjha chhute na Tere ishq ka manjha re Tere ishq ka manjha toote na Tere ishq ka manjha re  Tere ishq ka manjha chhute na Tere ishq ka manjha re Tere ishq ka manjha toote na Tere ishq ka manjha re  Ishq yeh mera sabse juda hai Ishq yeh mera mera khuda hai Ishq mile to jannat jahan hai Ishq mein humko chain kahan hai  Ishq ki inayetein hain Rooh ki hidayatein hain Tha mera yeh dil huya tera  Tere ishq ka manjha chhute na Tere ishq ka manjha re Tere ishq ka manjha toote na Tere ishq ka manjha re  Tere ishq ka manjha chhute na Tere ishq ka manjha re Tere ishq ka manjha toote na Tere ishq ka manjha re  Ishq ka manjha chhute na Tere ishq ka manjha re Ishq ka manjha toote na Tere ishq ka manjha re  Ishq ka manjha chhute na Tere ishq ka manjha re Ishq ka manjha toote na Tere ishq ka manjha re,https://i.ytimg.com/vi/eQtNLuWyi-U/hqdefault.jpg,"Ishq ka Manjha (From ""Ardh"")","bollywood, hindi pop, gujarati garba",https://www.youtube.com/results?search_query=Ishq%20Ka%20Manjha%20Palak%20Muchhal%2C%20Armaan%20Malik
Zindagi,Sonu Nigam,2022,"Laayegi tu khushi yeh kaha tha Ab nibha le zindagi tera vaada Layegi tu khushi yeh kaha tha Ab nibha le zindagi tera vaada  Tune jo bhi diya raasta main chala Ho gaya hai safar ab to aadha Tune jo bhi diya raasta main chala Ho gaya hai safar ab to aadha  Aayega kab woh din yeh bata ja Ab nibha le zindagi tera vaada Layegi tu khushi yeh kaha tha Ab nibha le zindagi tera vaada  Chehre kayi hain chehre pe mere Naa jane mera hai kaun sa Ho chehre kayi hain chehre pe mere Naa jane mera hai kaun sa  Ek zindagi hai kirdaar hai do Kisko jiyun main kar faisla Jee raha hoon jo mera khwaab na tha Ab nibha le zindagi tera vaada  Layegi tu khushi, haan haan",https://i.ytimg.com/vi/N0ChCckkReA/hqdefault.jpg,Sarfarosh (Original Motion Picture Soundtrack),"bollywood, sufi, hindi pop, desi",https://www.youtube.com/results?search_query=Zindagi%20Sonu%20Nigam
Soja Chanda Re,Rubina Dilaik,2022,Soja chanda re soja laal mere Soja chanda re soja laal mere  Teri hifazat kar rahe hai tim tim taare Subah hone tak jag rahe so ja pyare Teri hifazat kar rahe hai tim tim taare Subah hone tak jag rahe soja pyare  Soja chanda re soja laal mere Soja chanda re soja laal mere  Pariyon ki raani aayegi sapno mein tere Naye naye khilaune laayegi sab honge tere Pariyon ki raani aayegi sapno mein tere Naye naye khilaune laayegi sab honge tere  Bas tu soja bas tu soja Bas tu soja bas tu soja Soja chanda re soja laal mere Soja chanda re soja laal mere,https://i.ytimg.com/vi/zPDsoGzatrA/hqdefault.jpg,Ardh (Original Motion Picture Soundtrack),Unknown,https://www.youtube.com/results?search_query=Soja%20Chanda%20Re%20Rubina%20Dilaik
Dum Ali,"Divya Kumar, Amit Mishra",2022,Ek vird hai dum dum ali ali Sakhi laal kalandar ali ali Jule laal kalandar ali ali Dum mast kalandar ali ali  Ek vird hai dum dum ali ali Ali ali ali ali Sakhi laal kalandar ali ali Ali ali ali ali  Ek vird hai dum dum ali ali Sakhi laal kalandar ali ali Jule laal kalandar ali ali Dum mast kalandar ali  Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast  Kab se khuda ko dhundh raha hu Khud se sawal puch raha hu Kab se khuda ko dhundh raha hu Khud se sawal puch raha hu Saari duniya ek taraf hai Meri kismat ek taraf  Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast  Shaana unchiyan teriyan peeran Hovan door haneriyan peeran Shaana unchiyan teriyan peeran Hovan door haneriyan peeran Aasha rahe maa teriyan peeran Sun harza ajameriyan peeran  Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast  Mast mast dum mast kalandar mast Mast mast dum mast kalandar mast,https://i.ytimg.com/vi/ISYOTMBNJrU/hqdefault.jpg,Ardh (Original Motion Picture Soundtrack),Unknown,https://www.youtube.com/results?search_query=Dum%20Ali%20Divya%20Kumar%2C%20Amit%20Mishra
